herb_sanskrit,varga_category,synonyms,classical_properties,raw_karma_sanskrit,english_disease,english_herb,botanical_name,english_guess,source_text,source_verse_ids
पारावतः,मांसवर्गः,"पारावत, कलरव, कपोत, रक्तलोचन","Guna: गुरु, स्निग्ध | Virya: शीतल","रक्त-पित्ता-अनिलापह, संग्राही, वीर्यवर्द्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0890
पक्ष्यण्डानि,मांसवर्गः,,"Rasa: स्वादु | Guna: नातिस्निग्ध, गुरूणि | Vipaka: स्वादु","वृष्य, वातघ्न, अतिशुक्र",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0891
अप्रसूताजाया,मांसवर्गः,,,"पीनसनाशनम्, शुष्ककासा-अरुचि-शोषहितं अग्निदीपनं",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0893
बलकाजासुतः,मांसवर्गः,,Guna: लघु,"लघुतर, हृद्य, ज्वरहर, श्रेष्ठ, सुखद, बलद",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0894
निष्कासिताण्ड,मांसवर्गः,,Guna: गुरु,"कफकृत्, स्रोत, शुद्धिकर, बल्य, मांसद, वात-पित्तनुत्,",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0896
व्याधिमृतानां,मांसवर्गः,,"Guna: , रूक्ष",वातल,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0898
छागमुण्ड,मांसवर्गः,,,"ऊर्ध्वजत्रुविकारघ्न, रुचिप्रद",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0899
मेषः,मांसवर्गः,"मेढ्र, मेढ, हुड, मेष, उरण, एडक, अवि, वृष्णि और ऊर्णायु","Guna: गुरु, लघु","पुष्टिकर, पित्त-श्लेष्मकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0900
एडकः,मांसवर्गः,मेदःपुच्छ दुम्बक,,"हृद्य, वृष्य, श्रमापह, पित्त-श्लेष्मकर, किञ्चिद्-वातव्याधिविनाशन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0901
वृषभः,मांसवर्गः,"बलीवर्द, वृषभ, ऋषभ, वृष, अनड्वान् (अनडुह), सौरभेय, गौः (गो), उक्षा (लक्षन्) सुरभि, सौरभेयी, माहेयी तथा गौः (गो)","Guna: सुगुरु, स्निग्ध","पित्त-श्लेष्म-विवर्द्धन, बृंहण, वातहृत्, बल्य, अपथ्य, पीनसप्रणुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0902
अश्वः,मांसवर्गः,"घोटक, अश्व, तुरग, तुरङ्ग, तुरङ्गम, बाजि, वाह, अर्व (अर्वन्) गन्धर्व, हय, सैन्धव","Rasa: तुवर, मधुर | Guna: लघु","वह्निकृत्, कफ-पित्तल, वातहृत्, बृंहण, बल्य, चक्षुष्य,",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0903
मण्डूकः,मांसवर्गः,"मण्डूक, प्लवग, भेक, वर्षाभू, दर्दुर ,हरि",,"श्लेष्मल, नातिपित्तल, बलकारक",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0905
विशेषाः,मांसवर्गः,,,"वयस्य, बृंहण, सात्म्य",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0907
रोहितः,मांसवर्गः,,"Rasa: कषाय, स्वादु","वर, वृष्य, अर्दितार्तिजित्, वातघ्न, नातिपित्तकृत्, ऊर्ध्वजत्रुगतरोगहन्य",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0913
शिलीन्ध्रः,मांसवर्गः,,Guna: गुरु | Vipaka: मधुर,"श्लेष्मल, बल्य, वात-पित्तहर, हृद्य, आम-वातकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0914
भाकुरः,मांसवर्गः,,Rasa: मधुर | Guna: गुरु | Virya: शीत,"वृष्य, श्लेष्मकर, विष्टम्भजनक, रक्त-पित्तहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0915
मोचिका,मांसवर्गः,,Rasa: मधुरा | Guna: गुरु,"वातहृत्, बल्या, बृंहणी, पित्तहृत्, कफकृत्, रुच्या, वृष्या, दीप्ताग्निहिता",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0916
पाठीनः,मांसवर्गः,,,"श्लेष्मल, बल्य, निद्रालु, पिशिताशन, दूषयेद्रुधिर, पित्त-कुष्ठरोगकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0917
शृङ्गी,मांसवर्गः,,"Rasa: तिक्ता, कषाया, | Guna: स्निग्धा, लघ्वी","वातशमनी, श्लेष्मप्रकोपणी, रुच्या",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0918
इल्लीसः,मांसवर्गः,,Rasa: मधुर | Guna: स्निग्ध,"रोचन, वह्निवर्द्धन, पित्तहृत्, कफकृत्, किञ्चिल्लघुर्वृष्यो-अनिलापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0919
शष्कुली,मांसवर्गः,,"Rasa: मधुरा, तुवरा,","ग्राहिणी, हृद्या,",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0920
गर्गरः,मांसवर्गः,,,"पित्तल, किञ्चिद्-वातजित्-कफकोपन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0921
कविका,मांसवर्गः,,Rasa: मधुरा | Guna: स्निग्धा,"कफघ्नी, रुचिकारिणी, कञ्चित्-पित्तकरी, वातनाशिनी, वह्निवर्द्धिनी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0922
वर्मिमत्स्यः,मांसवर्गः,,Guna: लघु,"वात-पित्तहर, रुचिकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0923
दण्डमत्स्यः,मांसवर्गः,,Guna: तिक्त,"पित्त-रक्त-कफ-हर, वातसाधारण, शुक्रल, बलवर्द्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0924
एरङ्गः,मांसवर्गः,,"Rasa: मधुर | Guna: स्निग्ध, लघु | Virya: शीतल","विष्टम्भी,",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0925
महाशफरः,मांसवर्गः,,"Rasa: तिक्त, मधुर | Guna: शीतल","पित्त-कफापह, शिशिर, रुच्य, वातसाधारण",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0926
गरघ्नी,मांसवर्गः,,"Rasa: मधुरा, तिक्ता, तुवरा | Guna: लघ्वी","वात-पित्तहृत्, कफघ्नी, रुचिकृत्, दीपनी, बल-वीर्यकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0927
मद्गुरः,मांसवर्गः,,Guna: लघु,"वातहृत्, बल्य, वृष्य, कफकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0928
सपादमत्स्यः,मांसवर्गः,,,"मेधाकृत्, मेद-क्षयकर, वात-पित्तकर, रुचिकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0929
प्रोष्ठी,मांसवर्गः,,"Rasa: तिक्ता, कटु, स्वादु | Guna: लघु, स्निग्ध","शुक्रदा, कफ-वातजित्, स्निग्ध-आस्य-कण्ठ-रोगघ्नी, रोचनी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0930
क्षुद्रमत्स्यः,मांसवर्गः,,,"स्वादुरसा, दोषत्रयविनाशन, लघुपाका, रुचिकरा, बलदा, हिता",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0931
अतिक्षुद्रमत्स्याः,मांसवर्गः,,,"पुंस्त्वहरा, रुच्या, कासा-अनिलापहा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0932
मत्स्यगर्भः,मांसवर्गः,,"Guna: लघु, स्निग्ध","वृष्य, पुष्टिकर, कफमेदप्रद, बल्य, ग्लानिकृत्-मेहनाशन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0933
शुष्कमत्स्याः,मांसवर्गः,,,"बल्या, दुर्जरा, विड्विबन्धिन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0934
दग्धमत्स्यः,मांसवर्गः,,,"गुणश्रेष्ठ, पुष्टिकृत्, बलवर्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0935
कौपमत्स्याः,मांसवर्गः,,,शुक्र-मूत्र-कुष्ठ-श्लेष्म-विवर्द्धन,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0937
सरोजा,मांसवर्गः,,Rasa: मधुरा | Guna: स्निग्धा,"बल्या, वातविनाशना",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0938
नादेया,मांसवर्गः,,"Guna: गुरु, स्निग्ध, | Virya: उष्णा","बृंहणा, अनिलनाशना, रक्त-पित्तकरा, वृष्या, स्वल्पवर्चस",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0939
चौब्ज्याः,मांसवर्गः,,"Rasa: मधुरा | Guna: स्निग्धा, लघु | Vipaka: हिमा",पित्तकरा,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0940
तडागा,मांसवर्गः,,Guna: गुरव | Virya: शीतला,"वृष्या, मलमूत्रदा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0941
भक्तम्,कृतान्नवर्गः,भक्त अन्न अन्ध कूर ओदन मिस्सा दीदिवि,"Rasa: विशद | Guna: गुर, लघु, शीत | Virya: उष्ण","गुणवत्, वह्निकर, पथ्य, तर्पण, रोचन, अधौतमस्रुत, अरुच्य, कफप्रद",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0944
दाली,कृतान्नवर्गः,दालि,"Guna: लाघव, रूक्ष | Virya: शीत","विष्टम्भक, निस्तुष",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0945
कृशरा,कृतान्नवर्गः,,Guna: गुरु,"शुक्रला, बल्या, पित्त-कफप्रदा, दुर्जरा, बुद्धि-विष्टम्भ-मल-मूत्रकरी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0946
तापहरी,कृतान्नवर्गः,,Guna: गुर्वी,"बल्या, वृष्या, श्लेष्माण, बृंहणी, तर्पणी, रुच्या, पित्तहरी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0947
क्षीरिका,कृतान्नवर्गः,"पायस, परमान्न",,"दुर्जरा, बृंहणी, बलवर्द्धिनी, विष्टम्भिनी, पित्त-रक्त-पित्ताग्नि-मारुतहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0948
नारिकेरक्षीरी,कृतान्नवर्गः,,"Rasa: सुमधुरा | Guna: गुर्वी, स्निग्धा | Virya: शीता","अतिपुष्टिदा, अतृष्या, रक्त-पित्त-अनिलापहा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0949
सेविका,कृतान्नवर्गः,,"Guna: गुर्वी,","तर्पणी, बल्या, पित्त-अनिलापहा, ग्राहिणी, सन्धिकृत्, रुच्या, खादेन्नातिमात्रया",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0950
सानुपानम्,कृतान्नवर्गः,,Rasa: मधुर | Guna: लघु,"बृंहण, वृष्य, बल्य, रुचिकर, ग्राही, र्दोषत्रयापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0953
पोलिका,कृतान्नवर्गः,,,मण्डकवद्गुणाः,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0954
लप्सिका,कृतान्नवर्गः,,"Guna: स्निग्धा, गुर्वी","बृंहणी, वृष्या, बल्या, पित्त-अनिलापहा, श्लेष्मकरी, रोचनी, तर्पणी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0955
रोटिका,कृतान्नवर्गः,,Guna: गुर्वी,"बलकृत्, रुच्या, बृंहणी, धातुवर्द्धनी, वातघ्नी, कफकृत्, दीप्ताग्निप्रपूजिता",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0956
अङ्गारकर्कटी,कृतान्नवर्गः,,"Guna: लघु,","बृंहणी, शुक्रला, दीपनी, कफकृत्, बल्या, पीनस-श्वास-कासजित्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0957
यवरोटिका,कृतान्नवर्गः,,"Rasa: मधुरा, | Guna: लघु, विशदा","रुच्या, मल-शुक्र-अनिलकरी, बल्या, कफामयहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0958
बलभद्रिका,कृतान्नवर्गः,,Guna: रूक्ष | Virya: उष्णा,"वातला, बल्या, दीप्ताग्निसुपूजिता",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0959
झ्हर्झ्हरी,कृतान्नवर्गः,,,"कफ-पित्तघ्नी, किञ्चिद् वात-करी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0961
चणकरोटिका,कृतान्नवर्गः,,"Guna: रूक्षा, गुरु","श्लेष्म-पित्त-अस्रनुत्, विष्टम्भिनी,  न चक्षुष्या, शष्कुली",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0962
बेढमिका,कृतान्नवर्गः,,Guna: गुर्वी | Virya: उष्णा,"बल्या, वृष्या, रुच्याऽ- अनिलापहा, सन्तर्पणी, बृंहणी, शुक्रला, भिन्न-मूत्र-मला, स्तन्य-मेद, पित्त-कफप्रदा, गुदकीला-आर्दितश्वास-पक्ति-शूलनाश",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0964
पर्पटः,कृतान्नवर्गः,,"Guna: रूक्षा, गुरव","परमरोचका, दीपना, पाचना",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0965
काञ्जिकावटकः,कृतान्नवर्गः,,,"रुच्य, वातघ्न, श्लेष्मकारक, शूलघ्न, अजीर्णदाहनुत्, नेत्ररोगाहित",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0969
आम्लिकावटकाः,कृतान्नवर्गः,,,"रुच्या, वह्निप्रदीपना, पूर्वोक्तवटकगुणसमानाः",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0970
मुद्गवटकाः,कृतान्नवर्गः,,Guna: लघव | Virya: शीत,संस्कारजप्रभावेण त्रिदोषशमनहिता,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0971
माषवटिकाः,कृतान्नवर्गः,,,"पूर्वोक्तवटकगुणसमानाः, रोचना",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0972
कूष्माण्डकवटी,कृतान्नवर्गः,,Guna: लघ्वी,"पूर्वोक्तवटिकागुणा, विशेषात्-पित्त-रक्तघ्नी,",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0973
मुद्गवटी,कृतान्नवर्गः,,"Guna: लघ्वी,","पथ्या, रुच्या, मुद्गसूपगुणा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0974
क्वथिता,कृतान्नवर्गः,,Guna: लघ्वी,"पाचनी, रुच्या, वह्निप्रदीपनी, कफ-अनिलाविबन्धघ्नी, किञ्चित्-पित्तप्रकोपणी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0976
मुद्गार्द्रवटकाः,कृतान्नवर्गः,,Guna: लघ्व,"रुच्या, बलकारका, दीपना, तर्पणा, पथ्या, त्रिदोषपूजिता",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0978
वेसनवटिका,कृतान्नवर्गः,,,"रुच्या, विष्टम्भजननी, बल्या, पुष्टिकरी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0980
शुद्धमांसम्,कृतान्नवर्गः,,,"वृष्य, बल्य, रुच्य, बृंहण, त्रिदोषशमन, श्रेष्ठ, दीपन, धातुवर्द्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0982
सहद्रकम्,कृतान्नवर्गः,,,शुद्धमांसगुणसमानम्,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0983
तक्रमांसम्,कृतान्नवर्गः,,Guna: लघु,"वातघ्न, रुच्य, बलप्रद, कफघ्न, पित्तल, किञ्चित्सर्वाहारपाचन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0984
हरीसा,कृतान्नवर्गः,,"Guna: गुरु, स्निग्ध | Virya: शीत, उष्णा","बलकृत्, वात-पित्तापहा, शुक्रदा, सरा, सन्धानकारिणी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0985
तलितमांसम्,कृतान्नवर्गः,,"Guna: लघु, सुस्निग्ध,","बल-मेधा-अग्नि-मांस-ओजः-शुक्रवृद्धिकृत्, तर्पण, रोचन, दृढताकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0986
शूल्यपलम्,कृतान्नवर्गः,,"Guna: लघु,","सुधातुल्य, रुच्य, वह्निकर, कफ-वात-हर, बल्य, किञ्चित्-पित्तकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0987
मांसशृङ्गाटकम्,कृतान्नवर्गः,,"Guna: गुरु,","रुच्य, बृंहण, बलकृत्, वात-पित्तहर, वृष्य, कफघ्न, वीर्यवर्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0988
सिद्धमांसरसः,कृतान्नवर्गः,,,"रुच्य, श्रम-श्वास-क्षयापह, प्रीणन, वात-पित्तघ्न, क्षीणानामल्परेतसाम्, विश्लिष्टभग्नसन्धीनां, शुद्धानां, शुद्धिकाङ्क्षिणां, स्मृति -ओजो-बलहीनानां, ज्वरक्षीणक्षतोरसां, स्वरहीनानां, दृष्ट्यायुःश्रवणार्थिनां शस्यम्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0989
मण्ठकः,कृतान्नवर्गः,,Rasa: सुमधुर | Guna: गुरु,"बृंहण, वृष्य, बल्य, पित्त-अनिलहर, रुच्य, दीप्ताग्निसुपूजित",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0992
सम्पावः,कृतान्नवर्गः,,,मण्ठकगुणसमः,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0993
कर्पूरनालिका,कृतान्नवर्गः,,,सम्पावसदृशा गुणाः,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0994
फेनिका,कृतान्नवर्गः,,,मण्ठकसमागुणाः,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0995
शुष्कली,कृतान्नवर्गः,,,फेनिकासमगुणा,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0996
सेविकामोदकाः,कृतान्नवर्गः,,,मण्ठकसमगुणा,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0997
वेसनमोदकाः,कृतान्नवर्गः,,Guna: लघव | Virya: शीता,"बल्या, किञ्चिद्-वातकर, विष्टम्भि, ज्वरघ्न, पित्त-रक्त-कफापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0999
दुग्धकूपिका,कृतान्नवर्गः,,Guna: गुर्वी | Virya: शीता,"बल्या, पित्त-अनिलापह, वृष्या, शुक्रकरी, तर्पणी, रुच्या, कायपुष्टि-दृष्टि-दूरप्रसारिणी-सुचिरं विदधाति",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1000
कुण्डलिनी,कृतान्नवर्गः,,,"पुष्टि-कान्ति-बल-प्रदा, धातुवृद्धिकरी, वृष्या, रुच्या, इन्द्रियतर्पणी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1001
शर्करोदकम्,कृतान्नवर्गः,,"Rasa: स्वादु | Guna: लघु, शीतल","शुक्रल, शिशिर, सर, बल्य, रुच्य, वात-पित्त-प्रणाशन, मूर्च्छा-छर्दि-तृषा-दाह-ज्वर-शान्तिकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1003
आम्लिकाफलपानकम्,कृतान्नवर्गः,,,"वातनाशन, पित्त-श्लेष्मकर, किञ्चित्सुरुच्य, वह्निबोधन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1005
निम्बुकफलपानकम्,कृतान्नवर्गः,,,"अत्यम्ल, वातनाशन, वह्निदीप्तिकर, रुच्य, समस्ताहारपाचक",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1006
धान्याकपानकम्,कृतान्नवर्गः,,,पित्तहर,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1007
काञ्जी,कृतान्नवर्गः,,,"रोचन, रुच्य, पाचन, वह्निदीपन, शूल-अजीर्णविबन्धघ्न, कोष्ठशुद्धिकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1008
जालिः,कृतान्नवर्गः,,,"जिह्वाकुण्ठत्वहर, कण्ठशोधिनी, रोचनी, वह्निबोधिनी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1009
तक्रम्,कृतान्नवर्गः,,,"रुचिकर, वह्निदीपन, पाचन, गदनाशन, तृप्तिकारक",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1010
दुग्धम्,कृतान्नवर्गः,,,विदाहप्रशान्त्यर्थं भोजनान्ते पयःपान,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1011
यवसक्तवः,कृतान्नवर्गः,,"Rasa: मधुरा | Guna: लघव, रूक्षा | Virya: शीता","दीपना, सरा, कफपित्तहरा, लेखना, पीता, बलदा, वृष्या, बृंहणा, भेदना, तर्पणा, रुच्या, परिणामे बलावहा, कफ-पित्त-श्रम-क्षुत्तृड् -व्रण-नेत्रामयापहा, धर्मदाहाध्वव्यायामार्त्तशरीरिणां प्रशस्ता",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1013
शालिसक्तवः,कृतान्नवर्गः,,Rasa: मधुरा | Guna: लघव | Virya: हिमा,"वह्निदा, ग्राहिण, रुच्या, पथ्या, बलशुक्रदा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1015
धानाः,कृतान्नवर्गः,,"Guna: रूक्षा, गुरव,","दुर्जरा, तृट्प्रदा, मेह-कफ-च्छर्दि-नाशिनी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1016
लाजाः,कृतान्नवर्गः,,"Rasa: मधुरा | Guna: लघव, रूक्षा, | Virya: शीता","दीपन, स्वल्पमूत्रमला, बल्या, पित्त-कफच्छिद, छर्दि -अतीसार-दाहा-अस्र-मेह-मेद-तृषा-ऽपहा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1017
चिपिटाः,कृतान्नवर्गः,,Guna: गुरव,"वातनाशना, श्लेष्मला, सक्षीरा, बृंहणा, वृष्या, बल्य, भिन्नमला",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1018
होलकः,कृतान्नवर्गः,,,"अल्पानिल, मेदः-कफ-दोषत्रयापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1019
ऊची,कृतान्नवर्गः,,"Guna: लघ्वी,","अर्द्धपक्वा, तृणानलसंभृष्टा, ऊची, कफप्रदा, बल्या, पित्त-अनिलापहा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1020
कुल्माषाः,कृतान्नवर्गः,,"Guna: गुरव, रूक्षा,","वातला, भिन्नवर्चस",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1021
पललम्,कृतान्नवर्गः,,"Guna: गुरु, स्निग्ध,","मलकृत्, वृष्य, वातघ्न, कफ-पित्तकृत्, बृंहण, मूत्राधिक्यनिवर्त्तक",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1022
पिण्याकः,कृतान्नवर्गः,तिलकिट्ट तिलखलि,"Guna: रूक्ष,","लेखन, विष्टम्भी, दृष्टिदूषण",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1023
पानीयम्,वारिवर्गः,"पानीय, सलिल, नीर, कीलाल, जल, अम्बु, आपः, वार्, वारि, क, तोय, पयः,पायः, पाथः , उदक, जीवन, वन, अम्भ, अर्णः, अमृत, घनरस",Guna: लघु | Virya: शीतल,"श्रमनाशन, क्लमहर, मूर्च्छा-पिपासापहं, तन्द्रा-च्छर्दि-विबन्ध-हृद्बलकर, निद्राहर, तर्पण, हृद्य, गुप्तरस, अजीर्णशमक, नित्यहित,  स्वच्छ, पीयूषवज्जीवन, रसकारण",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1025
दिव्यम्,वारिवर्गः,,,धाराज - गुणाधिक,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1027
धाराजलम्,वारिवर्गः,,Guna: लघु,"त्रिदोषघ्न, अनिर्देश्यरस, सौम्य, रसायन, बल्य, तर्पण,ह्लादी, जीवन, पाचन, मतिकृत्, मूर्च्छा-तन्द्रा-दाह-श्रम-क्लमह, तृष्णाहर, पथ्य",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1028
गाङ्गम्,वारिवर्गः,,,सर्वदोषघ्न,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1030
सामुद्रम्,वारिवर्गः,,Rasa: सक्षारलवण | Guna: तीक्ष्ण,"सक्षारलवण, शुक्रदृष्टिवलापह, विस्र, दोषल, तीक्ष्ण, सर्वकर्महित",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1031
करकाजलम्,वारिवर्गः,,"Guna: रूक्ष, विशद, गुरु | Virya: शीतल","स्थिर, सान्द्र, दारुणं, पित्तहृत्, कफ-वातकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1035
तौषारजलम्,वारिवर्गः,,Guna: रूक्ष | Virya: शीतल,"वातल, अपित्तल, कफ-उरुस्तम्भ-कण्ठाग्नि-मेह-गण्डा-दिरोगनुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1036
हैमजलम्,वारिवर्गः,,Guna: गुरु | Virya: शीत,"पित्तघ्न, वातविवर्द्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1037
भौमजलम्,वारिवर्गः,,,"जाङ्गलम्, आनूपम्, साधारणम्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1039
जाङ्गलम्,वारिवर्गः,,"Rasa: लवण | Guna: रूक्ष, लघु","पित्त-रक्ता-आमयान्वित, पित्तनुत्, वह्निकृत्, कफहृत्, पथ्य, विकारहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1040
आनूपम्,वारिवर्गः,,"Rasa: स्वादु | Guna: स्निग्ध, घन, गुरु","वात-श्लेष्मा-आमयान्वित, अभिष्यन्दि, वह्निहृत्, कफकृत्, हृद्य, विकारकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1041
साधारणम्,वारिवर्गः,,Rasa: मधुर | Guna: लघु | Virya: शीतल,"मिश्रचिह्नक, दीपन, तर्पण, रोचन, तृष्णा-दाह-दोषत्रयप्रणुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1042
